id,area,area_id,area_en,address,zipcode
1,東区①,1,HigashiDistrictNo.1,札幌市東区北34条東1丁目～15丁目,070834
2,東区①,1,HigashiDistrictNo.1,札幌市東区北35条東1丁目～15丁目,070835
3,東区①,1,HigashiDistrictNo.1,札幌市東区北36条東1丁目～15丁目,070836
4,東区①,1,HigashiDistrictNo.1,札幌市東区北37条東1丁目～15丁目,070837
5,東区①,1,HigashiDistrictNo.1,札幌市東区北38条東1丁目～15丁目,070838
6,東区①,1,HigashiDistrictNo.1,札幌市東区北39条東1丁目～15丁目,070839
7,東区①,1,HigashiDistrictNo.1,札幌市東区北40条東1丁目～15丁目,070840
8,東区①,1,HigashiDistrictNo.1,札幌市東区北41条東1丁目～15丁目,070841
9,東区①,1,HigashiDistrictNo.1,札幌市東区北42条東1丁目～15丁目,070842
10,東区①,1,HigashiDistrictNo.1,札幌市東区北43条東1丁目～15丁目,070843
11,東区①,1,HigashiDistrictNo.1,札幌市東区北44条東1丁目～15丁目,070844
12,東区①,1,HigashiDistrictNo.1,札幌市東区北45条東1丁目～15丁目,070845
13,東区①,1,HigashiDistrictNo.1,札幌市東区北46条東1丁目～15丁目,070846
14,東区①,1,HigashiDistrictNo.1,札幌市東区北47条東1丁目～15丁目,070847
15,東区①,1,HigashiDistrictNo.1,札幌市東区北48条東1丁目～15丁目,070848
16,東区①,1,HigashiDistrictNo.1,札幌市東区北49条東1丁目～15丁目,070849
17,東区①,1,HigashiDistrictNo.1,札幌市東区北50条東1丁目～15丁目,070850
18,東区①,1,HigashiDistrictNo.1,札幌市東区北51条東1丁目～15丁目,070851
19,東区②,2,HigashiDistrictNo.2,札幌市東区北34条東16丁目～30丁目,070834
20,東区②,2,HigashiDistrictNo.2,札幌市東区北35条東16丁目～30丁目,070835
21,東区②,2,HigashiDistrictNo.2,札幌市東区北36条東16丁目～30丁目,070836
22,東区②,2,HigashiDistrictNo.2,札幌市東区北37条東16丁目～30丁目,070837
23,東区②,2,HigashiDistrictNo.2,札幌市東区北38条東16丁目～30丁目,070838
24,東区②,2,HigashiDistrictNo.2,札幌市東区北39条東16丁目～30丁目,070839
25,東区②,2,HigashiDistrictNo.2,札幌市東区北40条東16丁目～30丁目,070840
26,東区②,2,HigashiDistrictNo.2,札幌市東区北41条 東16丁目～30丁目,070841
27,東区②,2,HigashiDistrictNo.2,札幌市東区北42条 東16丁目～30丁目,070842
28,東区②,2,HigashiDistrictNo.2,札幌市東区北43条 東16丁目～30丁目,070843
29,東区②,2,HigashiDistrictNo.2,札幌市東区北44条 東16丁目～30丁目,070844
30,東区②,2,HigashiDistrictNo.2,札幌市東区北45条 東16丁目～30丁目,070845
31,東区②,2,HigashiDistrictNo.2,札幌市東区北46条 東16丁目～30丁目,070846
32,東区②,2,HigashiDistrictNo.2,札幌市東区北47条 東16丁目～30丁目,070847
33,東区②,2,HigashiDistrictNo.2,札幌市東区北48条 東16丁目～30丁目,070848
34,東区②,2,HigashiDistrictNo.2,札幌市東区北49条 東16丁目～30丁目,070849
35,東区②,2,HigashiDistrictNo.2,札幌市東区伏古11条 1丁目～5丁目,070871
36,東区②,2,HigashiDistrictNo.2,札幌市東区伏古12条 1丁目～5丁目,070872
37,東区②,2,HigashiDistrictNo.2,札幌市東区伏古13条 1丁目～5丁目,070873
38,東区②,2,HigashiDistrictNo.2,札幌市東区伏古14条 1丁目～5丁目,070874
39,東区②,2,HigashiDistrictNo.2,札幌市東区丘珠町○番地,070880
40,東区②,2,HigashiDistrictNo.2,札幌市東区栄町○番地,070852
41,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠1条○丁目,070881
42,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠2条○丁目,070882
